-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,23,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,11,9,9,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,14,18,18,13,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,17,15,15,16,-1,-1,-1,-1,-1,20,20,20,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,9,10,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,18,13,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,18,13,25
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,18,13,25
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,18,13,25
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,14,18,13,25
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,18,13,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,18,13,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,18,13,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,18,13,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,18,13,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,18,13,25
11,9,9,9,9,9,9,9,9,9,9,18,18,13,25,-1,-1,-1
14,18,18,18,18,18,18,18,18,18,18,18,18,13,-1
14,18,18,18,18,18,18,18,18,18,18,18,18,13,22
14,18,18,18,18,18,18,18,18,18,18,18,18,13,-1
14,18,18,18,18,18,18,18,18,18,18,18,18,13,-1
17,15,15,15,15,15,15,15,15,15,15,15,15,16,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
